author;term;termCount;totalTerms;articleCount;totalArticles;termPercent;inverseDocumentFrequency;criterion
BradDorfman;fighter;16;19525;2;50;0.082;4.828;0.396
BradDorfman;jet;5;19525;2;50;0.026;4.086;0.105
BradDorfman;eventually;6;19525;5;50;0.031;3.313;0.102
BradDorfman;blow;6;19525;4;50;0.031;4.16;0.128
BradDorfman;nation;9;19525;9;50;0.046;2.551;0.118
BradDorfman;jets;9;19525;2;50;0.046;4.423;0.204
BradDorfman;force;10;19525;3;50;0.051;2.706;0.139
BradDorfman;saturday;4;19525;3;50;0.02;3.012;0.062
BradDorfman;boeing;12;19525;2;50;0.061;3.52;0.216
BradDorfman;lockheed;4;19525;2;50;0.02;5.051;0.103
BradDorfman;martin;10;19525;6;50;0.051;3.27;0.167
BradDorfman;century;6;19525;4;50;0.031;3.004;0.092
BradDorfman;navy;6;19525;2;50;0.031;5.521;0.17
BradDorfman;marine;4;19525;2;50;0.02;5.051;0.103
BradDorfman;british;4;19525;2;50;0.02;1.388;0.028
BradDorfman;joint;6;19525;3;50;0.031;2.303;0.071
BradDorfman;initial;5;19525;5;50;0.026;2.949;0.076
BradDorfman;scheduled;5;19525;5;50;0.026;2.637;0.068
BradDorfman;development;9;19525;6;50;0.046;2.025;0.093
BradDorfman;support;5;19525;5;50;0.026;2.327;0.06
BradDorfman;programme;6;19525;3;50;0.031;2.98;0.092
BradDorfman;decades;3;19525;2;50;0.015;3.507;0.054
BradDorfman;executives;3;19525;3;50;0.015;2.364;0.036
BradDorfman;lost;4;19525;4;50;0.02;2.263;0.046
BradDorfman;biggest;9;19525;5;50;0.046;1.825;0.084
BradDorfman;day;18;19525;9;50;0.092;1.719;0.158
BradDorfman;nyse;4;19525;3;50;0.02;4.88;0.1
BradDorfman;modzelewski;7;19525;2;50;0.036;6.725;0.241
BradDorfman;painewebber;5;19525;2;50;0.026;4.88;0.125
BradDorfman;subject;4;19525;4;50;0.02;3.358;0.069
BradDorfman;international;7;19525;7;50;0.036;1.341;0.048
BradDorfman;look;5;19525;5;50;0.026;2.377;0.061
BradDorfman;grow;5;19525;4;50;0.026;2.834;0.073
BradDorfman;spokesman;14;19525;10;50;0.072;1.798;0.129
BradDorfman;boston;6;19525;6;50;0.031;3.932;0.121
BradDorfman;peter;3;19525;3;50;0.015;2.861;0.044
BradDorfman;fairly;4;19525;4;50;0.02;3.576;0.073
BradDorfman;dramatic;5;19525;5;50;0.026;3.912;0.1
BradDorfman;venture;3;19525;3;50;0.015;2.444;0.038
BradDorfman;guess;5;19525;5;50;0.026;4.605;0.118
BradDorfman;didn;6;19525;5;50;0.031;3.59;0.11
BradDorfman;internal;3;19525;3;50;0.015;3.249;0.05
BradDorfman;texas;5;19525;3;50;0.026;3.799;0.097
BradDorfman;instruments;4;19525;3;50;0.02;4.135;0.085
BradDorfman;electronics;8;19525;6;50;0.041;3.302;0.135
BradDorfman;reports;3;19525;3;50;0.015;2.768;0.043
BradDorfman;harry;5;19525;5;50;0.026;5.051;0.129
BradDorfman;stonecipher;10;19525;2;50;0.051;6.215;0.318
BradDorfman;surprise;8;19525;6;50;0.041;3.576;0.147
BradDorfman;overall;20;19525;10;50;0.102;2.582;0.265
BradDorfman;significant;6;19525;6;50;0.031;2.39;0.073
BradDorfman;backlog;4;19525;2;50;0.02;5.339;0.109
BradDorfman;orders;4;19525;2;50;0.02;3.605;0.074
BradDorfman;cargo;5;19525;4;50;0.026;3.52;0.09
BradDorfman;despite;7;19525;6;50;0.036;1.916;0.069
BradDorfman;key;7;19525;5;50;0.036;1.779;0.064
BradDorfman;role;3;19525;2;50;0.015;2.671;0.041
BradDorfman;failed;3;19525;3;50;0.015;2.712;0.042
BradDorfman;commercial;13;19525;6;50;0.067;2.491;0.166
BradDorfman;compete;4;19525;3;50;0.02;3.053;0.063
BradDorfman;dayton;10;19525;4;50;0.051;4.934;0.253
BradDorfman;hudson;14;19525;6;50;0.072;4.828;0.346
BradDorfman;retailer;9;19525;7;50;0.046;3.995;0.184
BradDorfman;holiday;33;19525;8;50;0.169;3.534;0.597
BradDorfman;shopping;30;19525;9;50;0.154;3.417;0.525
BradDorfman;season;34;19525;11;50;0.174;2.996;0.522
BradDorfman;women;4;19525;3;50;0.02;4.646;0.095
BradDorfman;retail;18;19525;8;50;0.092;2.834;0.261
BradDorfman;chains;8;19525;6;50;0.041;4.733;0.194
BradDorfman;posted;3;19525;3;50;0.015;2.7;0.041
BradDorfman;merchandise;4;19525;4;50;0.02;4.991;0.102
BradDorfman;retailers;30;19525;9;50;0.154;3.974;0.611
BradDorfman;decent;4;19525;3;50;0.02;4.828;0.099
BradDorfman;november;18;19525;7;50;0.092;2.161;0.199
BradDorfman;range;5;19525;4;50;0.026;2.343;0.06
BradDorfman;previous;3;19525;3;50;0.015;2.706;0.042
BradDorfman;nov;3;19525;3;50;0.015;4.186;0.064
BradDorfman;performance;12;19525;8;50;0.061;2.352;0.145
BradDorfman;cents;23;19525;7;50;0.118;2.303;0.271
BradDorfman;earned;3;19525;2;50;0.015;3.697;0.057
BradDorfman;yaari;5;19525;2;50;0.026;6.725;0.172
BradDorfman;piper;6;19525;6;50;0.031;4.934;0.152
BradDorfman;jaffray;6;19525;6;50;0.031;4.991;0.153
BradDorfman;revenues;10;19525;7;50;0.051;2.299;0.118
BradDorfman;increased;6;19525;6;50;0.031;2.352;0.072
BradDorfman;store;39;19525;8;50;0.2;3.455;0.69
BradDorfman;boosted;3;19525;3;50;0.015;3.493;0.054
BradDorfman;expenses;6;19525;5;50;0.031;4.269;0.131
BradDorfman;headquarters;3;19525;3;50;0.015;3.347;0.051
BradDorfman;continued;5;19525;4;50;0.026;2.453;0.063
BradDorfman;release;4;19525;4;50;0.02;2.941;0.06
BradDorfman;positioned;4;19525;1;50;0.02;4.16;0.085
BradDorfman;includes;3;19525;3;50;0.015;3.037;0.047
BradDorfman;fewer;7;19525;6;50;0.036;4.241;0.152
BradDorfman;days;9;19525;6;50;0.046;2.094;0.097
BradDorfman;thanskgiving;4;19525;4;50;0.02;6.438;0.132
BradDorfman;christmas;19;19525;6;50;0.097;3.576;0.348
BradDorfman;anntaylor;3;19525;2;50;0.015;7.131;0.11
BradDorfman;compared;14;19525;11;50;0.072;2.12;0.152
BradDorfman;ohio;4;19525;4;50;0.02;3.835;0.079
BradDorfman;certain;5;19525;5;50;0.026;2.926;0.075
BradDorfman;emerging;3;19525;3;50;0.015;3.835;0.059
BradDorfman;businesses;6;19525;5;50;0.031;2.179;0.067
BradDorfman;abercrombie;3;19525;2;50;0.015;7.131;0.11
BradDorfman;enter;3;19525;3;50;0.015;3.48;0.053
BradDorfman;managed;5;19525;5;50;0.026;3.455;0.088
BradDorfman;restructuring;5;19525;4;50;0.026;2.665;0.068
BradDorfman;discussions;5;19525;4;50;0.026;3.142;0.08
BradDorfman;trading;11;19525;6;50;0.056;1.642;0.093
BradDorfman;area;10;19525;9;50;0.051;2.323;0.119
BradDorfman;speculation;3;19525;3;50;0.015;2.706;0.042
BradDorfman;fact;6;19525;5;50;0.031;2.911;0.089
BradDorfman;block;26;19525;2;50;0.133;3.229;0.43
BradDorfman;compuserve;20;19525;2;50;0.102;5.185;0.531
BradDorfman;online;17;19525;3;50;0.087;3.455;0.301
BradDorfman;grew;4;19525;3;50;0.02;3.48;0.071
BradDorfman;kansas;6;19525;5;50;0.031;5.259;0.162
BradDorfman;city;8;19525;7;50;0.041;2.426;0.099
BradDorfman;spin;3;19525;2;50;0.015;4.16;0.064
BradDorfman;suspended;3;19525;3;50;0.015;3.764;0.058
BradDorfman;poor;7;19525;7;50;0.036;2.926;0.105
BradDorfman;pushing;3;19525;3;50;0.015;3.835;0.059
BradDorfman;spinoff;8;19525;2;50;0.041;5.426;0.222
BradDorfman;model;3;19525;3;50;0.015;3.37;0.052
BradDorfman;valuation;4;19525;2;50;0.02;4.063;0.083
BradDorfman;clearly;6;19525;5;50;0.031;2.882;0.089
BradDorfman;romm;8;19525;2;50;0.041;6.725;0.276
BradDorfman;things;6;19525;5;50;0.031;2.62;0.081
BradDorfman;change;6;19525;6;50;0.031;2.175;0.067
BradDorfman;george;3;19525;3;50;0.015;3.52;0.054
BradDorfman;baum;3;19525;3;50;0.015;6.438;0.099
BradDorfman;happened;3;19525;3;50;0.015;4.358;0.067
BradDorfman;saturated;3;19525;3;50;0.015;6.032;0.093
BradDorfman;strategy;4;19525;4;50;0.02;2.637;0.054
BradDorfman;focusing;5;19525;4;50;0.026;4.213;0.108
BradDorfman;users;4;19525;3;50;0.02;3.189;0.065
BradDorfman;push;6;19525;6;50;0.031;2.84;0.087
BradDorfman;profitability;4;19525;3;50;0.02;3.455;0.071
BradDorfman;cut;16;19525;12;50;0.082;1.938;0.159
BradDorfman;dividend;4;19525;3;50;0.02;2.712;0.056
BradDorfman;occur;3;19525;3;50;0.015;5.116;0.079
BradDorfman;stressed;4;19525;4;50;0.02;3.799;0.078
BradDorfman;core;3;19525;2;50;0.015;2.957;0.045
BradDorfman;result;7;19525;5;50;0.036;2.263;0.081
BradDorfman;investments;5;19525;3;50;0.026;2.897;0.074
BradDorfman;absorbing;3;19525;3;50;0.015;5.878;0.09
BradDorfman;began;4;19525;4;50;0.02;2.551;0.052
BradDorfman;factors;7;19525;5;50;0.036;3.799;0.136
BradDorfman;bit;4;19525;4;50;0.02;2.926;0.06
BradDorfman;low;7;19525;7;50;0.036;2.016;0.072
BradDorfman;abn;13;19525;1;50;0.067;4.828;0.321
BradDorfman;amro;12;19525;1;50;0.061;4.828;0.297
BradDorfman;standard;12;19525;5;50;0.061;3.281;0.202
BradDorfman;federal;15;19525;6;50;0.077;2.477;0.19
BradDorfman;savings;6;19525;3;50;0.031;2.84;0.087
BradDorfman;sfb;4;19525;1;50;0.02;7.824;0.16
BradDorfman;branches;13;19525;4;50;0.067;4.646;0.309
BradDorfman;lending;4;19525;3;50;0.02;3.835;0.079
BradDorfman;sharply;3;19525;3;50;0.015;3.281;0.05
BradDorfman;recent;8;19525;7;50;0.041;1.454;0.06
BradDorfman;investors;7;19525;7;50;0.036;1.749;0.063
BradDorfman;disappointed;3;19525;2;50;0.015;3.507;0.054
BradDorfman;yesterday;5;19525;3;50;0.026;4.646;0.119
BradDorfman;bid;5;19525;3;50;0.026;2.071;0.053
BradDorfman;fund;4;19525;4;50;0.02;2.377;0.049
BradDorfman;subsidiary;3;19525;3;50;0.015;3.106;0.048
BradDorfman;north;6;19525;3;50;0.031;2.335;0.072
BradDorfman;formed;6;19525;6;50;0.031;3.115;0.096
BradDorfman;agreement;8;19525;5;50;0.041;2.189;0.09
BradDorfman;tempest;3;19525;1;50;0.015;7.824;0.12
BradDorfman;asked;4;19525;4;50;0.02;2.071;0.042
BradDorfman;league;3;19525;2;50;0.015;4.063;0.062
BradDorfman;illinois;10;19525;7;50;0.051;5.185;0.266
BradDorfman;administrative;3;19525;3;50;0.015;3.619;0.056
BradDorfman;base;4;19525;4;50;0.02;2.536;0.052
BradDorfman;changes;3;19525;3;50;0.015;2.463;0.038
BradDorfman;activity;3;19525;3;50;0.015;3.17;0.049
BradDorfman;authorities;4;19525;2;50;0.02;2.467;0.051
BradDorfman;shoppers;11;19525;4;50;0.056;5.185;0.292
BradDorfman;thanksgiving;16;19525;6;50;0.082;4.934;0.404
BradDorfman;busiest;4;19525;2;50;0.02;5.259;0.108
BradDorfman;generally;4;19525;4;50;0.02;3.358;0.069
BradDorfman;goods;4;19525;2;50;0.02;3.249;0.067
BradDorfman;economist;4;19525;3;50;0.02;3.467;0.071
BradDorfman;mall;16;19525;3;50;0.082;5.521;0.452
BradDorfman;chain;3;19525;3;50;0.015;3.43;0.053
BradDorfman;started;3;19525;3;50;0.015;2.688;0.041
BradDorfman;wanted;3;19525;3;50;0.015;2.736;0.042
BradDorfman;park;4;19525;3;50;0.02;4.328;0.089
BradDorfman;items;3;19525;2;50;0.015;3.634;0.056
BradDorfman;mullin;4;19525;2;50;0.02;7.131;0.146
BradDorfman;national;5;19525;4;50;0.026;1.793;0.046
BradDorfman;federation;3;19525;2;50;0.015;4.646;0.071
BradDorfman;barbie;3;19525;1;50;0.015;6.725;0.103
BradDorfman;rise;16;19525;11;50;0.082;1.887;0.155
BradDorfman;traffic;11;19525;4;50;0.056;3.634;0.205
BradDorfman;weekend;6;19525;6;50;0.031;3.229;0.099
BradDorfman;konarski;4;19525;2;50;0.02;7.131;0.146
BradDorfman;centers;7;19525;3;50;0.036;5.745;0.206
BradDorfman;spokeswoman;6;19525;3;50;0.031;3.07;0.094
BradDorfman;typically;5;19525;4;50;0.026;4.213;0.108
BradDorfman;weather;3;19525;2;50;0.015;3.817;0.059
BradDorfman;late;3;19525;3;50;0.015;1.889;0.029
BradDorfman;near;6;19525;6;50;0.031;2.665;0.082
BradDorfman;miami;3;19525;2;50;0.015;4.528;0.07
BradDorfman;utility;12;19525;3;50;0.061;3.133;0.193
BradDorfman;power;4;19525;3;50;0.02;2.196;0.045
BradDorfman;hour;3;19525;3;50;0.015;3.381;0.052
BradDorfman;morning;3;19525;2;50;0.015;3.142;0.048
BradDorfman;light;3;19525;2;50;0.015;3.161;0.049
BradDorfman;owned;4;19525;3;50;0.02;2.019;0.041
BradDorfman;federated;6;19525;4;50;0.031;6.032;0.185
BradDorfman;apparel;4;19525;3;50;0.02;5.627;0.115
BradDorfman;pressure;4;19525;4;50;0.02;2.458;0.05
BradDorfman;costello;4;19525;4;50;0.02;6.438;0.132
BradDorfman;senior;6;19525;6;50;0.031;2.124;0.065
BradDorfman;sears;27;19525;7;50;0.138;5.259;0.727
BradDorfman;roebuck;7;19525;7;50;0.036;5.426;0.195
BradDorfman;comparable;7;19525;6;50;0.036;4.241;0.152
BradDorfman;malls;8;19525;3;50;0.041;5.259;0.215
BradDorfman;attract;4;19525;2;50;0.02;3.892;0.08
BradDorfman;operators;6;19525;4;50;0.031;3.547;0.109
BradDorfman;saw;6;19525;3;50;0.031;2.491;0.077
BradDorfman;given;3;19525;2;50;0.015;2.222;0.034
BradDorfman;properties;8;19525;3;50;0.041;4.16;0.17
BradDorfman;reporting;3;19525;3;50;0.015;3.534;0.054
BradDorfman;associate;3;19525;3;50;0.015;4.733;0.073
BradDorfman;director;3;19525;3;50;0.015;1.753;0.027
BradDorfman;publicly;3;19525;3;50;0.015;3.854;0.059
BradDorfman;estate;8;19525;2;50;0.041;3.576;0.147
BradDorfman;reit;3;19525;2;50;0.015;7.131;0.11
BradDorfman;rents;3;19525;2;50;0.015;5.051;0.078
BradDorfman;features;5;19525;3;50;0.026;3.713;0.095
BradDorfman;minute;5;19525;2;50;0.026;3.912;0.1
BradDorfman;center;3;19525;3;50;0.015;4.328;0.066
BradDorfman;positive;4;19525;4;50;0.02;2.659;0.054
BradDorfman;karen;3;19525;3;50;0.015;5.745;0.088
BradDorfman;paramus;3;19525;1;50;0.015;7.824;0.12
BradDorfman;week;11;19525;7;50;0.056;1.245;0.07
BradDorfman;special;7;19525;7;50;0.036;2.637;0.095
BradDorfman;right;5;19525;4;50;0.026;2.056;0.053
BradDorfman;promotions;3;19525;3;50;0.015;4.689;0.072
BradDorfman;operator;3;19525;3;50;0.015;3.219;0.049
BradDorfman;clothing;10;19525;5;50;0.051;4.78;0.245
BradDorfman;report;12;19525;7;50;0.061;2.019;0.124
BradDorfman;inventory;3;19525;3;50;0.015;4.88;0.075
BradDorfman;ikenson;6;19525;3;50;0.031;6.725;0.207
BradDorfman;rodman;5;19525;3;50;0.026;6.215;0.159
BradDorfman;renshaw;5;19525;3;50;0.026;6.215;0.159
BradDorfman;promotional;4;19525;4;50;0.02;4.78;0.098
BradDorfman;discounts;3;19525;3;50;0.015;4.39;0.067
BradDorfman;markdowns;3;19525;3;50;0.015;5.878;0.09
BradDorfman;improve;7;19525;6;50;0.036;2.964;0.106
BradDorfman;ramos;4;19525;2;50;0.02;6.725;0.138
BradDorfman;index;5;19525;3;50;0.026;2.813;0.072
BradDorfman;trend;3;19525;3;50;0.015;3.142;0.048
BradDorfman;crucial;5;19525;5;50;0.026;3.43;0.088
BradDorfman;steady;4;19525;4;50;0.02;3.59;0.074
BradDorfman;economic;5;19525;4;50;0.026;1.995;0.051
BradDorfman;comparisons;3;19525;3;50;0.015;4.733;0.073
BradDorfman;spending;7;19525;5;50;0.036;3.045;0.109
BradDorfman;telecheck;4;19525;2;50;0.02;7.131;0.146
BradDorfman;penney;7;19525;3;50;0.036;5.745;0.206
BradDorfman;sees;4;19525;4;50;0.02;3.534;0.072
BradDorfman;speciality;3;19525;3;50;0.015;5.521;0.085
BradDorfman;harris;3;19525;3;50;0.015;4.566;0.07
BradDorfman;decline;6;19525;5;50;0.031;3.062;0.094
BradDorfman;men;3;19525;3;50;0.015;4.492;0.069
BradDorfman;tools;3;19525;3;50;0.015;4.566;0.07
BradDorfman;jewelry;4;19525;4;50;0.02;6.032;0.124
BradDorfman;short;10;19525;8;50;0.051;2.369;0.121
BradDorfman;pickup;5;19525;3;50;0.026;4.11;0.105
BradDorfman;niemira;4;19525;4;50;0.02;6.438;0.132
BradDorfman;tokyo;4;19525;4;50;0.02;3.73;0.076
BradDorfman;mitsubishi;4;19525;4;50;0.02;4.934;0.101
BradDorfman;freight;5;19525;1;50;0.026;3.561;0.091
BradDorfman;yellow;9;19525;1;50;0.046;6.032;0.278
BradDorfman;wednesday;18;19525;9;50;0.092;1.338;0.123
BradDorfman;retirement;4;19525;1;50;0.02;3.799;0.078
BradDorfman;layoffs;3;19525;2;50;0.015;4.298;0.066
BradDorfman;lines;6;19525;5;50;0.031;2.988;0.092
BradDorfman;zollars;4;19525;1;50;0.02;7.824;0.16
BradDorfman;officers;4;19525;3;50;0.02;4.733;0.097
BradDorfman;central;5;19525;5;50;0.026;2.319;0.059
BradDorfman;jan;7;19525;5;50;0.036;3.817;0.137
BradDorfman;estimated;3;19525;2;50;0.015;2.561;0.039
BradDorfman;istock;16;19525;2;50;0.082;7.131;0.584
BradDorfman;basis;3;19525;2;50;0.015;2.706;0.042
BradDorfman;closed;10;19525;8;50;0.051;2.356;0.121
BradDorfman;targets;5;19525;4;50;0.026;3.697;0.095
BradDorfman;excess;3;19525;1;50;0.015;4.063;0.062
BradDorfman;books;3;19525;2;50;0.015;3.873;0.06
BradDorfman;estimate;5;19525;4;50;0.026;3.18;0.081
BradDorfman;concerns;3;19525;3;50;0.015;2.724;0.042
BradDorfman;turn;5;19525;4;50;0.026;2.7;0.069
BradDorfman;reduced;4;19525;3;50;0.02;3.302;0.068
BradDorfman;dismal;3;19525;3;50;0.015;5.185;0.08
BradDorfman;keefe;3;19525;3;50;0.015;6.725;0.103
BradDorfman;woods;3;19525;3;50;0.015;6.032;0.093
BradDorfman;vehicles;11;19525;3;50;0.056;3.417;0.193
BradDorfman;aware;3;19525;3;50;0.015;4.086;0.063
BradDorfman;hit;3;19525;3;50;0.015;2.211;0.034
BradDorfman;stocks;3;19525;3;50;0.015;2.404;0.037
BradDorfman;concern;4;19525;4;50;0.02;2.827;0.058
BradDorfman;proposed;3;19525;3;50;0.015;2.654;0.041
BradDorfman;buyers;6;19525;3;50;0.031;3.124;0.096
BradDorfman;state;9;19525;6;50;0.046;1.531;0.071
BradDorfman;size;4;19525;3;50;0.02;2.768;0.057
BradDorfman;roosevelt;17;19525;3;50;0.087;6.725;0.586
BradDorfman;weber;3;19525;1;50;0.015;7.824;0.12
BradDorfman;asset;3;19525;3;50;0.015;2.949;0.045
BradDorfman;seeking;4;19525;3;50;0.02;2.724;0.056
BradDorfman;rumors;3;19525;2;50;0.015;4.934;0.076
BradDorfman;talk;3;19525;3;50;0.015;3.088;0.047
BradDorfman;inflated;4;19525;3;50;0.02;5.116;0.105
BradDorfman;shareholder;5;19525;4;50;0.026;2.671;0.068
BradDorfman;deals;3;19525;2;50;0.015;2.941;0.045
BradDorfman;fall;6;19525;5;50;0.031;2.463;0.076
BradDorfman;modest;3;19525;3;50;0.015;3.817;0.059
BradDorfman;outstanding;5;19525;3;50;0.026;3.467;0.089
BradDorfman;consensus;3;19525;3;50;0.015;3.507;0.054
BradDorfman;enhance;3;19525;3;50;0.015;4.213;0.065
BradDorfman;term;9;19525;8;50;0.046;1.905;0.088
BradDorfman;offs;7;19525;2;50;0.036;4.78;0.171
BradDorfman;rating;13;19525;7;50;0.067;3.65;0.243
BradDorfman;reasonable;3;19525;1;50;0.015;4.135;0.064
BradDorfman;closes;3;19525;3;50;0.015;4.991;0.077
BradDorfman;relatively;4;19525;3;50;0.02;3.335;0.068
BradDorfman;schroll;9;19525;3;50;0.046;6.725;0.31
BradDorfman;save;3;19525;3;50;0.015;4.04;0.062
BradDorfman;stieven;5;19525;3;50;0.026;6.725;0.172
BradDorfman;magna;19;19525;3;50;0.097;6.032;0.587
BradDorfman;cash;5;19525;3;50;0.026;1.958;0.05
BradDorfman;create;3;19525;2;50;0.015;2.671;0.041
BradDorfman;strengthen;3;19525;2;50;0.015;3.65;0.056
BradDorfman;jacobsen;3;19525;1;50;0.015;7.131;0.11
BradDorfman;annually;3;19525;3;50;0.015;3.995;0.061
BradDorfman;ratio;5;19525;3;50;0.026;3.835;0.098
BradDorfman;retailing;3;19525;2;50;0.015;4.39;0.067
BradDorfman;sold;4;19525;4;50;0.02;2.482;0.051
BradDorfman;accessories;3;19525;3;50;0.015;6.438;0.099
BradDorfman;tower;3;19525;1;50;0.015;6.215;0.095
BradDorfman;homeland;15;19525;2;50;0.077;4.88;0.375
BradDorfman;andes;4;19525;1;50;0.02;6.725;0.138
BradDorfman;considered;3;19525;3;50;0.015;2.988;0.046
BradDorfman;rawlings;7;19525;1;50;0.036;7.824;0.281
BradDorfman;conder;4;19525;1;50;0.02;7.824;0.16
BradDorfman;nike;5;19525;1;50;0.026;7.131;0.183
BradDorfman;necessarily;3;19525;3;50;0.015;4.733;0.073
BradDorfman;view;7;19525;6;50;0.036;2.648;0.095
BradDorfman;sport;13;19525;2;50;0.067;3.73;0.248
BradDorfman;chrysler;24;19525;3;50;0.123;3.52;0.433
BradDorfman;motor;3;19525;3;50;0.015;3.079;0.047
BradDorfman;introduced;6;19525;2;50;0.031;3.249;0.1
BradDorfman;models;8;19525;2;50;0.041;3.932;0.161
BradDorfman;lincoln;5;19525;1;50;0.026;5.745;0.147
BradDorfman;navigator;5;19525;1;50;0.026;5.339;0.137
BradDorfman;dodge;4;19525;2;50;0.02;4.991;0.102
BradDorfman;durango;7;19525;2;50;0.036;6.725;0.241
BradDorfman;motors;3;19525;2;50;0.015;3.239;0.05
BradDorfman;upscale;3;19525;2;50;0.015;6.725;0.103
BradDorfman;popular;3;19525;1;50;0.015;3.012;0.046
BradDorfman;yukon;3;19525;1;50;0.015;5.051;0.078
BradDorfman;vehicle;12;19525;3;50;0.061;3.634;0.223
BradDorfman;car;9;19525;4;50;0.046;3.199;0.147
BradDorfman;automotive;3;19525;3;50;0.015;3.953;0.061
BradDorfman;luxury;3;19525;2;50;0.015;4.457;0.068
BradDorfman;connor;3;19525;1;50;0.015;6.215;0.095
BradDorfman;mercury;59;19525;6;50;0.302;4.423;1.336
BradDorfman;driven;3;19525;2;50;0.015;3.73;0.057
BradDorfman;mock;3;19525;2;50;0.015;6.725;0.103
BradDorfman;litre;5;19525;2;50;0.026;5.627;0.144
BradDorfman;engine;6;19525;3;50;0.031;3.817;0.117
BradDorfman;production;4;19525;4;50;0.02;2.241;0.046
BradDorfman;pricing;3;19525;2;50;0.015;3.455;0.053
BradDorfman;automaker;7;19525;2;50;0.036;3.43;0.123
BradDorfman;building;3;19525;3;50;0.015;2.364;0.036
BradDorfman;units;3;19525;2;50;0.015;3.302;0.051
BradDorfman;truck;6;19525;2;50;0.031;3.59;0.11
BradDorfman;engines;4;19525;2;50;0.02;4.241;0.087
BradDorfman;lutz;6;19525;2;50;0.031;6.438;0.198
BradDorfman;automakers;4;19525;2;50;0.02;3.892;0.08
BradDorfman;economists;3;19525;1;50;0.015;4.11;0.063
BradDorfman;presentation;3;19525;2;50;0.015;5.116;0.079
BradDorfman;bussmann;3;19525;1;50;0.015;7.824;0.12
BradDorfman;optimistic;5;19525;4;50;0.026;3.534;0.09
BradDorfman;yen;6;19525;2;50;0.031;3.817;0.117
BradDorfman;japanese;3;19525;1;50;0.015;3.062;0.047
BradDorfman;european;4;19525;3;50;0.02;2.168;0.044
BradDorfman;mexico;4;19525;2;50;0.02;3.873;0.079
BradDorfman;intrepid;4;19525;1;50;0.02;7.824;0.16
BradDorfman;sedans;4;19525;1;50;0.02;5.745;0.118
BradDorfman;meet;3;19525;3;50;0.015;2.421;0.037
BradDorfman;acceptance;8;19525;5;50;0.041;4.269;0.175
BradDorfman;domestic;4;19525;3;50;0.02;2.13;0.044
BradDorfman;included;3;19525;2;50;0.015;2.794;0.043
BradDorfman;basically;3;19525;3;50;0.015;4.11;0.063
BradDorfman;rosholt;5;19525;1;50;0.026;7.824;0.2
BradDorfman;residential;14;19525;1;50;0.072;4.328;0.31
BradDorfman;zell;3;19525;1;50;0.015;7.824;0.12
BradDorfman;wellsford;8;19525;1;50;0.041;7.824;0.321
BradDorfman;annual;4;19525;3;50;0.02;2.134;0.044
BradDorfman;langbaum;3;19525;1;50;0.015;7.824;0.12
BradDorfman;addition;4;19525;4;50;0.02;3.004;0.062
BradDorfman;debt;6;19525;5;50;0.031;2.648;0.081
BradDorfman;housing;3;19525;3;50;0.015;4.11;0.063
BradDorfman;community;3;19525;3;50;0.015;3.605;0.055
BradDorfman;apparently;3;19525;3;50;0.015;4.298;0.066
BradDorfman;conservative;3;19525;3;50;0.015;3.097;0.048
BradDorfman;burns;6;19525;2;50;0.031;4.605;0.142
BradDorfman;alan;3;19525;3;50;0.015;4.423;0.068
BradDorfman;comments;3;19525;3;50;0.015;3.097;0.048
BradDorfman;called;5;19525;5;50;0.026;1.781;0.046
BradDorfman;expenditures;3;19525;2;50;0.015;5.051;0.078
BradDorfman;intuit;5;19525;1;50;0.026;6.438;0.165
BradDorfman;banknow;5;19525;1;50;0.026;7.824;0.2
BradDorfman;personal;3;19525;3;50;0.015;2.582;0.04
BradDorfman;institutions;3;19525;1;50;0.015;3.088;0.047
BradDorfman;rifkin;3;19525;1;50;0.015;7.824;0.12
BradDorfman;wallace;13;19525;1;50;0.067;6.032;0.402
BradDorfman;recommend;3;19525;2;50;0.015;4.991;0.077
BradDorfman;wyser;9;19525;1;50;0.046;7.824;0.361
BradDorfman;pratte;9;19525;1;50;0.046;7.824;0.361
BradDorfman;filed;6;19525;4;50;0.031;3.781;0.116
BradDorfman;proposals;4;19525;1;50;0.02;3.547;0.073
BradDorfman;moore;4;19525;1;50;0.02;6.438;0.132
BradDorfman;bookkeeping;4;19525;4;50;0.02;6.438;0.132
BradDorfman;accountant;6;19525;4;50;0.031;6.438;0.198
BradDorfman;disappeared;4;19525;3;50;0.02;4.934;0.101
BradDorfman;irregularities;3;19525;3;50;0.015;4.528;0.07
BradDorfman;unauthorised;3;19525;3;50;0.015;4.733;0.073
BradDorfman;entries;6;19525;4;50;0.031;6.215;0.191
BradDorfman;records;4;19525;4;50;0.02;4.828;0.099
BradDorfman;investigate;4;19525;4;50;0.02;4.991;0.102
BradDorfman;doyle;13;19525;4;50;0.067;6.032;0.402
BradDorfman;kopec;6;19525;3;50;0.031;6.725;0.207
BradDorfman;fidelity;9;19525;4;50;0.046;5.116;0.236
BradDorfman;bankboston;12;19525;4;50;0.061;6.438;0.396
BradDorfman;violation;4;19525;4;50;0.02;5.426;0.111
BradDorfman;lenders;4;19525;4;50;0.02;4.78;0.098
BradDorfman;restated;4;19525;4;50;0.02;5.745;0.118
BradDorfman;halted;3;19525;3;50;0.015;4.358;0.067
